unique_id,soil_ph,soil_organic_carbon_gkg,soil_nitrogen_gkg,soil_clay_pct,soil_sand_pct,soil_cec_cmolkg,soil_bulk_density_gcm3
0f307116,5.4,12.463738035001692,1.0750806076741224,40.0,33.0,8.974182454814718,1.29
0f34d547,5.4,13.879731724872835,1.3163669767810915,44.0,38.0,8.974182454814718,1.29
0f631654,5.6,11.182493960703471,0.9738777322304476,40.0,37.0,8.974182454814718,1.32
0f6edb69,5.5,19.085536923187668,2.0648542032930024,40.0,33.0,12.463738035001692,1.17
0fdbc3c2,6.0,8.974182454814718,0.8589280418463421,33.0,44.0,8.025013499434122,1.32
0fef547f,5.6,8.025013499434122,0.8589280418463421,27.0,54.0,6.38905609893065,1.31
1013c15a,5.5,15.444646771097048,1.3869108535242765,41.0,35.0,12.463738035001692,1.2
103bd167,5.3,23.532530197109352,2.3871877336213347,47.0,34.0,12.463738035001692,1.12
1046faa8,5.7,15.444646771097048,1.3631606937057947,42.0,37.0,10.0231763806416,1.2
104c1b95,5.8,13.879731724872835,1.2933187402641826,35.0,42.0,11.182493960703471,1.23
105b242f,5.5,11.182493960703471,1.0544332106438876,44.0,38.0,8.974182454814718,1.24
106b911d,5.7,15.444646771097048,1.585709659315846,45.0,32.0,11.182493960703471,1.18
107764ea,,,,,,,
107eadb0,5.7,12.463738035001692,1.181472265498201,35.0,34.0,10.0231763806416,1.31
10846c92,5.9,11.182493960703471,1.1382762204968184,37.0,37.0,10.0231763806416,1.34
109a701b,5.5,13.879731724872835,1.509290389936298,41.0,35.0,11.182493960703471,1.23
10c02d1c,5.2,11.182493960703471,1.1382762204968184,44.0,30.0,8.974182454814718,1.3
10c1175a,5.7,12.463738035001692,1.2479079866764715,43.0,38.0,10.0231763806416,1.24
10e06695,5.5,10.0231763806416,1.0339912586467506,42.0,41.0,8.974182454814718,1.3
10f7e326,5.5,12.463738035001692,1.1597662537849152,42.0,31.0,8.025013499434122,1.24
1101baae,5.4,12.463738035001692,1.225540928492468,41.0,34.0,8.974182454814718,1.3
111ba543,5.8,13.879731724872835,1.4351296512898744,40.0,38.0,11.182493960703471,1.24
11262c0a,5.5,12.463738035001692,1.3163669767810915,40.0,32.0,10.0231763806416,1.19
1133e13f,5.5,12.463738035001692,1.1170000166126748,41.0,38.0,10.0231763806416,1.25
1169f357,5.5,10.0231763806416,0.9937155332430824,33.0,45.0,8.974182454814718,1.35
1194c439,5.8,12.463738035001692,1.4351296512898744,31.0,42.0,15.444646771097048,1.18
11a881c4,5.5,12.463738035001692,1.3163669767810915,40.0,32.0,10.0231763806416,1.19
11b102bf,5.8,15.444646771097048,1.2479079866764715,41.0,35.0,11.182493960703471,1.21
11b29e97,6.2,10.0231763806416,1.0339912586467506,38.0,39.0,10.0231763806416,1.3
11b93388,5.6,12.463738035001692,1.1597662537849152,40.0,35.0,8.025013499434122,1.17
11be1883,5.7,8.025013499434122,0.8039884153978569,27.0,54.0,8.025013499434122,1.35
11c2adbe,5.6,12.463738035001692,1.2933187402641826,40.0,32.0,10.0231763806416,1.27
11c7f616,5.5,10.0231763806416,0.9738777322304476,40.0,35.0,7.166169912567652,1.36
11d624b0,5.6,15.444646771097048,1.534509177617855,41.0,36.0,10.0231763806416,1.21
11e0911d,6.3,11.182493960703471,1.225540928492468,40.0,38.0,15.444646771097048,1.3
11f02fb9,5.6,23.532530197109352,2.5966397255692817,48.0,26.0,12.463738035001692,1.19
11f9f6f9,5.3,21.19795128144164,2.158192909689767,48.0,19.0,11.182493960703471,1.11
1204a4a9,5.6,15.444646771097048,1.2933187402641826,42.0,30.0,10.0231763806416,1.16
121c8cf7,5.7,15.444646771097048,1.45960311115695,36.0,37.0,8.974182454814718,1.28
121e0979,5.5,12.463738035001692,1.1597662537849152,41.0,34.0,10.0231763806416,1.29
121f930c,5.4,13.879731724872835,1.45960311115695,42.0,29.0,10.0231763806416,1.27
1227c9b3,5.8,13.879731724872835,1.4108997064172095,41.0,35.0,8.974182454814718,1.16
12352166,5.5,13.879731724872835,1.585709659315846,35.0,45.0,11.182493960703471,1.24
123e023f,5.5,10.0231763806416,0.9347923344020316,42.0,36.0,8.025013499434122,1.31
123ed0b8,5.4,12.463738035001692,1.1597662537849152,42.0,37.0,8.974182454814718,1.35
12879670,5.8,12.463738035001692,1.1597662537849152,38.0,38.0,12.463738035001692,1.32
1289ff23,5.3,13.879731724872835,1.45960311115695,43.0,29.0,10.0231763806416,1.25
